Country,ISO,submission,submission_label,previous_submission,submission_type,submission_type_label,submission_date,indc_submission,indc_submission_label,pa_status,pa_status_label,pa_ratified,pa_ratified_label,pa_ratified_date,pa_withdraw_date,pa_sign,pa_sign_label,pa_sign_date,ndce_ghg,ndce_compare,ndce_status_2020,ndce_status_2020_label,ndce_statement,ndce_source,ndce_date,nz_status,nz_status_label,nz_source,nz_year,nz_year_label,nz_ghg,nz_ghg_label,nz_sec,nz_sec_label,nz_offset,nz_offset_label,nz_ship,nz_ship_label,nz_separate_net_gross,nz_separate_net_gross_label
Monaco,MCO,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,12/27/2020,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,10/24/2016,,Yes,Yes,4/22/2016,,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,Monaco commits to reduce emissions by 55% by 2030 compared to 1990 levels.,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Monaco_NDC_2020.pdf"">Monaco First NDC (Updated submission) (French)</a>",12/27/2020,In Policy Document,Net-zero Target in Policy Document,"<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Monaco%20First/Monaco_NDC_2020.pdf"">Monaco First NDC (Updated submission) (French)</a> (12/27/2020)",2050,2050 as Target Year,All GHGs Covered,All GHGs Covered,All sectors,All Domestic Sectors Covered,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Net Target Only ,Net Target Only 
Mongolia,MNG,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,10/13/2020,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,9/21/2016,,Yes,Yes,4/22/2016,0.12%,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,Mongolia commits to reduce emissions by 22.7% (unconditional) and 27.2% (conditional) compared to BAU by 2030. ,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/First Submission of Mongolia%27s NDC.pdf"">NDC registry</a>",10/13/2020,,,,,,,,,,,,,,,
Montenegro,MNE,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,6/15/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,12/20/2017,,Yes,Yes,4/22/2016,0.01%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,Montenegro commits to reduce GHG emissions (excluding LULUCF) by 35% compared to 1990 levels by 2030. ,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Updated NDC for Montenegro.pdf"">Montenegro First NDC (Updated submission)</a>",6/15/2021,In Political Pledge,Net-zero Target in Political Pledge,"<a href=""https://unfccc-cop26.streamworld.de/webcast/national-statements"">Speech during COP26 World Leaders Summit</a> (11/1/2021) ",2050,2050 as Target Year,GHG Coverage Unclear or Undecided,GHG Coverage Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Net Target Only ,Net Target Only 
Morocco,MAR,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,6/22/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,9/21/2016,,Yes,Yes,4/22/2016,0.18%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,Morocco commits to reduce GHG emissions by 18.3% (unconditional) and 45.5% (conditional) in 2030 compared to the BAU scenario.,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Moroccan updated NDC 2021 _Fr.pdf"">Morocco First NDC (Updated submission)</a>",6/22/2021,In Policy Document,Net-zero Target in Policy Document,"<a href=""https://unfccc.int/sites/default/files/resource/MAR_LTS_Dec2021.pdf"">Stratégie Bas Carbone à Long Terme Maroc 2050</a> (12/21/2021)",This century,Target Year After 2050,All GHGs Covered,All GHGs Covered,All sectors,All Domestic Sectors Covered,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Net Target Only ,Net Target Only 
Mozambique,MOZ,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,12/27/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,6/4/2018,,Yes,Yes,4/22/2016,0.21%,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,Mozambique commits to reducing its cumulative GHG emissions by about 40 MtCO2e between 2020 and 2025 compared to BAU. ,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/NDC_EN_Final.pdf"">Mozambique First NDC (Updated submission)</a>",12/27/2021,,,,,,,,,,,,,,,
Myanmar,MMR,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,8/3/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,9/19/2016,,Yes,Yes,4/22/2016,0.49%,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,Myanmar commits to reduce cumulative GHG emissions over 2021-2030 by 244.52 MtCO2e (unconditional) and 414.75 MtCO2e (conditional) compared to BAU.,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Myanmar Updated  NDC July 2021.pdf"">Myanmar First NDC (Updated submission)</a>",8/3/2021,,,,,,,,,,,,,,,
Namibia,NAM,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,7/29/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,9/21/2016,,Yes,Yes,4/22/2016,0.04%,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,Namibia commits to reduce GHG emissions by 14% (unconditional) and 91% (conditional) by 2030 compared to BAU. ,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Namibia%27s Updated NDC_ FINAL 25 July 2021.pdf"">Namibia First NDC (Updated submission)</a>",7/29/2021,In Policy Document,Net-zero Target in Policy Document,"<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Namibia%20First/Namibia%27s%20Updated%20NDC_%20FINAL%2025%20July%202021.pdf"">Namibia’s Updated Nationally Determined Contribution</a> (7/30/2021)",2050,2050 as Target Year,All GHGs Covered,All GHGs Covered,All sectors,All Domestic Sectors Covered,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Net Target Only,Net Target Only
Nauru,NRU,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,10/14/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,4/22/2016,,Yes,Yes,4/22/2016,0.00%,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,"Nauru commits to pursuing sustainable development actions related to productive land, healthy and productive people, water security, food security, energy security, healthy environment, and good governance. ","<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Nauru Updated NDC pdf.pdf"">Nauru First NDC (Updated submission)</a>",10/14/2021,In Political Pledge,Net-zero Target in Political Pledge,"<a href=""https://www.climateambitionsummit2020.org/ondemand.php"">Climate Ambition Summit 2020</a> (12/12/2020) ",2050,2050 as Target Year,GHG Coverage Unclear or Undecided,GHG Coverage Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Net Target Only,Net Target Only
Nepal,NPL,2020 NDC (Second NDC),New or Updated NDC,First NDC,Second NDC,Second NDC,12/8/2020,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,10/5/2016,,Yes,Yes,4/22/2016,0.10%,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,"Nepal commits targets and measures in energy, industry, agriculture, forestry and land use, and waste sectors.","<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Second Nationally Determined Contribution %28NDC%29 - 2020.pdf"">Nepal Second Nationally Determined Contribution</a>",12/8/2020,In Policy Document (10/31/2021); <br>In Political Pledge (12/12/2020),Net-zero Target in Policy Document,"<a href=""https://unfccc.int/sites/default/files/resource/NepalLTLEDS.pdf"">Nepal's Long-term Strategy for Net-zero Emissions</a> (10/31/21); <a href=""https://www.climateambitionsummit2020.org/ondemand.php"">Climate Ambition Summit 2020</a> (12/12/2020) ",2045,Target Year Before 2050,Partial GHG Coverage,Partial GHG Coverage,All sectors,All Domestic Sectors Covered,International Offsets Not Included,International Offsets Not Included,Unclear or Undecided,Unclear or Undecided,Net Target Only,Net Target Only
Netherlands,NLD,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,12/17/2020,No Document Submitted,No Document Submitted,Joined Agreement,Joined Agreement,Yes,Yes,7/28/2017,,Yes,Yes,4/22/2016,0.35%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,"The EU and its Member States, acting jointly, commits to reduce emissions by at least 55% by 2030 compared to 1990.","<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December 2020_0.pdf"">EU Updated First NDC (Netherlands)</a>",12/17/2020,,,,,,,,,,,,,,,
New Zealand,NZL,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,11/3/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,10/4/2016,,Yes,Yes,4/22/2016,0.15%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,New Zealand commits to reducing its net emissions by 50% below gross 2005 levels by 2030. ,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/New Zealand NDC November 2021.pdf"">New Zealand First NDC (Updated submission)</a>",11/3/2021,In Policy (11/4/2021);<br>In Law (11/13/2019),Net-zero Target in Law,"<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/New%20Zealand%20First/New%20Zealand%20NDC%20November%202021.pdf"">New Zealand Updated First NDC</a> (11/4/2021); <a href=""https://unfccc.int/sites/default/files/resource/NZL_LTS_2021.pdf"">New Zealand's Long-term Low-Emission Development Strategy</a> (11/4/2021) ; <a href=""http://www.legislation.govt.nz/act/public/2019/0061/latest/LMS183736.html"">Climate Change Response (Zero Carbon) Amendment Act 2019</a> (11/13/2019)",2050,2050 as Target Year,Partial GHG Coverage,Partial GHG Coverage,All sectors,All Domestic Sectors Covered,International Offsets Included,International Offsets Included,International Shipping and Aviation Not Included,International Shipping and Aviation Not Included,Net Target Only,Net Target Only
Nicaragua,NIC,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,12/23/2020,No Document Submitted,No Document Submitted,Joined Agreement,Joined Agreement,Yes,Yes,10/23/2017,,No,No,,0.08%,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,"Nicaragua commits to sectoral targets in energy, industrial processes and product use, and forestry sectors, estimated at 69 MtCO2e in 2030 or 10% reduction compared to BAU (77 MtCO2e).","<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Contribuciones_Nacionales_Determinadas_Nicaragua.pdf""> Nicargua First NDC (Updated submission)</a>",12/23/2020,,,,,,,,,,,,,,,
Niger,NER,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,12/13/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,9/21/2016,,Yes,Yes,4/22/2016,0.09%,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,"Niger commits to reducing its emissions in the AFOLU sector by 4.5% by 2025 and 12.57% by 2030 compared to BAU (unconditional), and by 14.6% by 2025 and 22.75% by 2030 compared to BAU (conditional). Niger also commits to reducing its emissions in the energy sector by 11.2% by 2025 and 10.6% by 2030 compared to BAU (unconditional), and by 48% by 2025 and 45% by 2030 compared to BAU (conditional).","<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/CDN_Niger_R%C3%A9vis%C3%A9e_2021.pdf"">Niger First NDC (Updated submission)</a>",12/13/2021,,,,,,,,,,,,,,,
Nigeria,NGA,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,7/30/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,5/16/2017,,Yes,Yes,9/22/2016,0.71%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,Nigeria commits to reduce GHG emissions by 20% (unconditional) and 47% (conditional) by 2030 compared to BAU.,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/NDC_File Amended _11222.pdf"">Nigeria First NDC (updated submission)</a>",7/30/2021,In Policy Document (12/8/2021); In Political Pledge (11/2/2021),Net-zero Target in Policy Document,"<a href=""https://unfccc.int/sites/default/files/resource/Nigeria_LTS1.pdf"">2050 Long-Term Vision for Nigeria</a> (12/8/2021); <a href=""https://unfccc-cop26.streamworld.de/webcast/first-part-of-the-high-level-segment-for-heads-o-2"">Speech during COP26 World Leaders Summit</a> (11/2/2021) ",2060,Target Year After 2050,GHG Coverage Unclear or Undecided,GHG Coverage Unclear or Undecided,All sectors,All Domestic Sectors Covered,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Net Target Only ,Net Target Only 
Niue,NIU,Only First NDC,Only First NDC,,First NDC,First NDC,10/28/2016,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,10/28/2016,,Yes,Yes,10/29/2016,0.00%,,,,,,,,,,,,,,,,,,,,,
North Korea,PRK,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,9/19/2019,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,8/1/2016,,Yes,Yes,4/22/2016,0.17%,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,The DPRK government plans to reduce GHG emissions by 16.4% (unconditional) and 52% (conditional) by 2030 compared to BAU.,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/2019.09.19_DPRK letter to SG special envoy for NDC.pdf"">Democratic People's Republic of Korea First NDC (Updated submission)</a>",9/19/2019,,,,,,,,,,,,,,,
Norway,NOR,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,11/3/2022,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,6/20/2016,,Yes,Yes,4/22/2016,0.05%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,Norway commits to reducing its GHG emissions by at least 55% by 2030 compared to 1990 levels. ,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-11/NDC%20Norway_second%20update.pdf"">Norway First NDC (Second updated submission)</a>",11/3/2022,,,,,,,,,,,,,,,
Oman,OMN,2020 NDC (Second NDC),New or Updated NDC,First NDC,Second NDC,Second NDC,7/28/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,5/22/2019,,Yes,Yes,4/22/2016,0.20%,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,Oman commits to reduce GHG Emissions by 4% (unconditional) and 7% (conditional) by 2030 compared to BAU.,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Second NDC Report Oman.pdf"">Oman Second NDC</a>",7/28/2021,,,,,,,,,,,,,,,
Pakistan,PAK,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,10/21/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,11/10/2016,,Yes,Yes,4/22/2016,0.88%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,"Pakistan commits to reducing its emissions by 50% by 2030 compared to BAU (15% unconditional, 35% conditional).","<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Pakistan Updated NDC 2021.pdf"">Pakistan First NDC (Updated submission)</a>",10/21/2021,,,,,,,,,,,,,,,
Palau,PLW,Only First NDC,Only First NDC,,First NDC,First NDC,4/22/2016,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,4/22/2016,,Yes,Yes,4/22/2016,0.00%,,,,,,,,,,,,,,,,,,,,,
Palestine,PSE,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,10/10/2021,No Document Submitted,No Document Submitted,Joined Agreement,Joined Agreement,Yes,Yes,4/22/2016,,Yes,Yes,4/22/2016,,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,"Palestine commits to reducing its emissions by 17.5% by 2040 compared to BAU under a status-quo scenario, and by 26.6% by 2040 compared to BAU under an independence scenario. ","<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Updated NDC_ State of Palestine_2021_FINAL.pdf"">State of Palestine First NDC (Updated submission)</a>",10/10/2021,,,,,,,,,,,,,,,
Panama,PAN,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,12/27/2020,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,9/21/2016,,Yes,Yes,4/22/2016,0.05%,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,"Panama commits to reduce energy sector emissions by at least 11.5% by 2030 and at least 24% by 2050 compared to baseline, representing up to 10 MtCO2e during 2022-2030 and 60 MtCO2e during 2022-2030.","<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/CDN1 Actualizada Rep%C3%BAblica de Panam%C3%A1.pdf"">Panama First NDC (Updated submission) (Spanish)</a>",12/27/2020,In Policy Document,Net-zero Target in Policy Document,"<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Panama%20First/CDN1%20Actualizada%20Rep%C3%BAblica%20de%20Panam%C3%A1.pdf"">Panama First NDC (Updated submission) (Spanish)</a> (12/27/2020)",2050,2050 as Target Year,Partial GHG Coverage,Partial GHG Coverage,All sectors,All Domestic Sectors Covered,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Net Target Only,Net Target Only
Papua New Guinea,PNG,2020 NDC (Second NDC),New or Updated NDC,First NDC,Second NDC,Second NDC,12/16/2020,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,9/21/2016,,Yes,Yes,4/22/2016,0.13%,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,"Papua New Guinea commits a carbon neutrality target within the energy industries sub-sector by 2030, and a 10,000 Gg CO2 eq reduction target in annual emission from deforestation and forest degradation compared to 2015 level by 2030.","<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/PNG Enhanced NDC 2020 Summary.pdf"">Second NDC</a>; <a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Papua%20New%20Guinea%20Second/PNG%20Enhanced%20NDC%202020%20Summary.pdf"">Summary</a>",12/16/2020,In Policy Document,Net-zero Target in Policy Document,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/PNG%20Second%20NDC.pdf"">Papua New Guinea’s Enhanced Nationally Determined Contribution 2020</a> (12/16/2021)",2050,2050 as Target Year,GHG Coverage Unclear or Undecided,GHG Coverage Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Unclear or Undecided,Net Target Only,Net Target Only
Paraguay,PRY,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,7/15/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,10/14/2016,,Yes,Yes,4/22/2016,0.19%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,Paraguay commits to reduce GHG emissions by 10% (unconditional) and 20% (conditional) by 2030 compared to BAU. ,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Actualizaci%C3%B3n-NDC VF PAG. WEB_MADES Mayo 2022.pdf"">Paraguay First NDC (Updated submission)</a>",7/15/2021,,,,,,,,,,,,,,,
Peru,PER,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,12/18/2020,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,7/25/2016,,Yes,Yes,4/22/2016,0.38%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,Peru commits to limit its GHG emissions to a maximum level of 208.8 MtCO2e (unconditional) and 179.0 MtCO2e (conditional) in 2030.,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Reporte de Actualizacio%CC%81n de las NDC del Peru%CC%81.pdf"">Peru Updated First NDC (Spainish)</a>",12/18/2020,,,,,,,,,,,,,,,
Philippines,PHL,2020 NDC (First NDC),New or Updated NDC,INDC,First NDC,First NDC,4/14/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,3/23/2017,,Yes,Yes,4/22/2016,0.48%,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,"Philippines commits to reduce cumulative GHG emissions by 2.71% (unconditional) and 75% (conditional) comparing to BAU for the period 2020 to 2030 (3,340.3 MtCO2e).","<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Philippines - NDC.pdf"">Philippines First NDC</a>",4/14/2021,,,,,,,,,,,,,,,
Poland,POL,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,12/17/2020,No Document Submitted,No Document Submitted,Joined Agreement,Joined Agreement,Yes,Yes,10/7/2016,,Yes,Yes,4/22/2016,0.64%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,"The EU and its Member States, acting jointly, commits to reduce emissions by at least 55% by 2030 compared to 1990.","<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December 2020_0.pdf"">EU Updated First NDC (Poland)</a>",12/17/2020,,,,,,,,,,,,,,,
Portugal,PRT,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,12/17/2020,No Document Submitted,No Document Submitted,Joined Agreement,Joined Agreement,Yes,Yes,10/5/2016,,Yes,Yes,4/22/2016,0.12%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,"The EU and its Member States, acting jointly, commits to reduce emissions by at least 55% by 2030 compared to 1990.","<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December 2020_0.pdf"">EU Updated First NDC (Portugal)</a>",12/17/2020,In Law (12/31/2021); In Policy Document (9/20/2019),Net-zero Target in Law,"<a href=""https://storage.googleapis.com/cclow-staging/0pxeio84ljog4q3aoyxtrqku03rt?GoogleAccessId=laws-and-pathways-staging%40soy-truth-247515.iam.gserviceaccount.com&Expires=1660920863&Signature=gJe%2Bozk7FWd2diFsO3wJfLfsvHGn9Errfw%2FUQ3itkJFy4VvEE%2B5tZ9TxncVLlI63OhncAOuDCqQIuC9%2FZ63Vp6X%2BXRHW5EKfpyZfpw5WYnPDXlt9FaeuJ5849UKGa7AaZztpvQnXZmoz9pGPJNNHzZdbEfZViDwDM9hQL%2BmRh%2Bd1J5f4he%2Bvs5OG2XvBEn3fh4XG4XoO3jcWqVmdtQsQ6zSDezDrPfUEsgQLiJKxNNF8xjaYKQAt1l4dbHsXyHRz2ysNrSENNiLdWZiNjhK9Nrczb701gIurT5T15neMfYZ9g6xyVWMyICGru2%2Brsfmr4FLJBE63mfN4qJGTHqfcdQ%3D%3D&response-content-disposition=inline%3B+filename%3D%220000500032.pdf%22%3B+filename%2A%3DUTF-8%27%270000500032.pdf&response-content-type=application%2Fpdf"">Framework climate law no 98/2021 </a> (12/31/2021)<br><a href=""https://unfccc.int/sites/default/files/resource/RNC2050_EN_PT%20Long%20Term%20Strategy.pdf"">Roadmap for Carbon Neutrality 2050</a> (9/20/2019)",2050,2050 as Target Year,All GHGs Covered,All GHGs Covered,All sectors,All Domestic Sectors Covered,International Offsets Not Included,International Offsets Not Included,International Shipping and Aviation Not Included,International Shipping and Aviation Not Included,Net Target Only,Net Target Only
Qatar,QAT,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,8/24/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,6/23/2017,,Yes,Yes,4/22/2016,0.23%,Compare with previous NDC,Submitted New or Updated NDC,Submitted New or Updated NDC,Qatar commits to reduce GHG emissions by 25% by 2030 compared to BAU.,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/Qatar NDC.pdf"">Qatar First NDC (Updated submission)</a>",8/24/2021,,,,,,,,,,,,,,,
Republic of Congo,COG,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,8/1/2021,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,4/21/2017,,Yes,Yes,4/22/2016,0.06%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,"Republic of the Congo commits to reduce GHG emissions by 17.09% (unconditional) and 39.88% (conditional) by 2025, and 21.46% (unconditional) and 32.19% (conditional) by 2030, compared to BAU scenario.","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Congo%20First/CDN_Congo.pdf"">Congo First NDC (Updated submission)</a>",8/1/2021,,,,,,,,,,,,,,,
Republic of Serbia,SRB,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,8/24/2022,INDC Submitted,INDC Submitted,Joined Agreement,Joined Agreement,Yes,Yes,7/25/2017,,Yes,Yes,4/22/2016,0.12%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,Serbia commits to reducing its emissions by 13.2% compared to 2010 levels.,"<a href=""https://unfccc.int/sites/default/files/NDC/2022-08/NDC%20Final_Serbia%20english.pdf"">Updated NDC Serbia</a>",8/24/2022,,,,,,,,,,,,,,,
Romania,ROU,2020 NDC (Updated First NDC),New or Updated NDC,First NDC,Updated First NDC,Updated First NDC,12/17/2020,No Document Submitted,No Document Submitted,Joined Agreement,Joined Agreement,Yes,Yes,6/1/2017,,Yes,Yes,4/22/2016,0.16%,Compare with previous NDC,Submitted New or Updated NDC with Reduced Total Emissions,Submitted New or Updated NDC with Reduced Total Emissions,"The EU and its Member States, acting jointly, commits to reduce emissions by at least 55% by 2030 compared to 1990.","<a href=""https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December 2020_0.pdf"">EU Updated First NDC (Romania)</a>",12/17/2020,,,,,,,,,,,,,,,
